commentId,content,publishedTime,replyLevel,authorButtonA11y,imageAttachmentMaxHeight,video_id,likeCountLiked,likeCountDisliked,replyCount
Ugx4Xrs-NVXOdjEDVjB4AaABAg,Told ya no1 likes this Adam fella,7 months ago,0,@terrymax2208,,5pDsjeYORH0,1,,
UgxmnqERntoVgU4YCot4AaABAg,"Epic win, uncle chael",4 years ago,0,@jaskaransingh100,,BV3FcAecXL0,1,,
UgyiUZVYdL6PPk-q-2l4AaABAg,Most people aren't intelligent enough to recognize the work of a genius.,4 weeks ago,0,@cameronturner7077,,P6aF-KfrPGI,1,,
UgzK2fbhh31YSdl-ATB4AaABAg,black kratos,3 months ago,0,@zights,,fb8Dc5bEplc,2,,
Ugx4lzbZDwVc_Ybfxv94AaABAg,Its sad that he talks like this he is straightforward saying Aspinal is better,7 months ago,0,@JigglyPuffsthebomb,,ViBSUxVp1Q0,1,,
Ugzu3amaSULS2jTIcxF4AaABAg,This comment section is golden... I love it.,4 years ago,0,@ChrisJones-pi5mh,,BV3FcAecXL0,1,,
UgxeL59Sw6VWfWMvxI94AaABAg,100% GUARANTEE BY THE WAY LMAO,11 hours ago,0,@JS-lc4kg,,6LPtaFojuXQ,1,,
Ugx5ZPejtcZYsQG7xQx4AaABAg,Ngannou against last names in spanish.,3 weeks ago,0,@kamehamehaDdragon,,P5hax1C4gvk,1,,
UgzibHdMmQP0o4huV3B4AaABAg,"damn the duck quacked so hard at just an english accent, now think of how much he`s ducking tom",2 months ago,0,@ianhopkins7457,,5pDsjeYORH0,1,,
UgzUh2mdfxjGCWvF_XR4AaABAg,"the first fight, him soccer kickin doot after the stoppage..

his dark heart has never been hidden",6 months ago,0,@logosfocus,,Cgmy_vfDUBQ,330,,
UgzIetqzDdU454ZrI9l4AaABAg,"Jones champion, buuu, buuuuu!. Nervous gay.",5 years ago,0,@albertovargas6613,,ONurh1UOQHg,1,,
UgwUP71KD4SMaPa8TD54AaABAg,No he didn't he will never fight tom,6 days ago,0,@scottpreymack822,,uVFTBmwa2mM,2,,
Ugyoo-P45EJs7fLxwpV4AaABAg,Tom will loss his next fight im sure of it hes lost twice all ready,2 weeks ago,0,@Routingfortheunderdog,,ifzwB1_S83E,1,,
UgzowOfVGKUqyQk1ETt4AaABAg,Thank God Ank beat Alex pereira 😂,3 months ago,0,@Xxxannn,,ViBSUxVp1Q0,1,,
UgwWML9kfXuq2C0ZBPd4AaABAg,Jon Jones is an absolute embarrassment to the sport of MMA. Tom is the real undisputed heavyweight champ,1 month ago,0,@Hvachack97,,_nlIJMwzClI,1,,
UgzzpSjTwo5u_hkQYj94AaABAg,"He avoided retiring in the cage after his win over Stipe so he could waste everyone's time, everyone, and then retire like this. Such a shame but clearly ducking",9 hours ago,0,@Billywhiz93,,JaM3nhE3bvo,1,,
UgyEgO-t-pvAzNFLBFd4AaABAg,not a jones fight without a foul,5 years ago,0,@stargate1787,,ONurh1UOQHg,1,,
Ugz69_rA13E8jUIzIcd4AaABAg,"No one :
Jon Jones : Destroying ball mode actived",5 years ago,0,@freebird1721,,ONurh1UOQHg,1,,
UgwknEfY7Mqj4YEtkvh4AaABAg,🤔 Costa's elbow looks like a nipple 💯😂🍕,1 year ago,0,@CharleyBars1,,Hiu2nNtFu6k,2,,
UgzOjuYbpnz8O6m6Ol54AaABAg,Bruh Frances will whip both of them,7 months ago,0,@toreano3160,,x1DtSmsy8Cs,1,,
UgxceVIbiN4Y22ZvRNp4AaABAg,"Man, just being there is good enough. 🤙",2 years ago,0,@shakeybeatz,,MKpVlOr6h9A,1,,
UgyyoqInT7BRgiYcTjV4AaABAg,Aspinall so THIRSTY to fight the champ how many times must Bones prove himself yall keep coming back to see him loose yall thirsty like tom 😂😂😂,7 months ago,0,@tonywilliams4314,,4rsOsYW8XBI,1,,
UgzUY60wiUOxGgyb9nJ4AaABAg,DC?,5 years ago,0,@MadMaxM232,,ebeQBYvWKsw,1,,
UgyU1DoJqUemaS8IlZB4AaABAg,How is this clown an mma reporter and still cant pronounce alex pereira correctly,4 hours ago,0,@DrakeMR2,,LsNwEoKW_jM,1,,
UgxLVppwxJZsyaGBW-R4AaABAg,"And they calling Khabib ""the GOAT"". Hmm, i get the joke, 15:4",4 years ago,0,@Muskeln-kaufende,,BV3FcAecXL0,1,,
UgyVmISQjWiWf9OrliJ4AaABAg,Why does an interim champion think he has control over the goat. He hasn’t done anything to try and dictate anything to a fighter of Jon Jones status. If he was talking Gane he might have a point but he’s not on jones level to dictate shit to jones,3 months ago,0,@jasonmeade4039,,WDup59i055Q,1,,
Ugw0sf3SLhas-1lJ8HF4AaABAg,Francis is a lot more intelligent than what parolee give him credit for.,6 months ago,0,@mrgreen3629,,P5hax1C4gvk,1,,
UgyOiRuCb-mLyMjslk94AaABAg,is  Jon Jones still fighting?,7 months ago,0,@retf054ewte3,,8lKirrARb0w,1,,
