commentId,content,publishedTime,replyLevel,authorButtonA11y,imageAttachmentMaxHeight,video_id,likeCountLiked,likeCountDisliked,replyCount
UgwySsX4ggIFwZnuIzd4AaABAg,Fake,17 hours ago,0,@keving1774,,B6qaZfeDIH8,1,,
Ugz-QiRr_x_pYufBFrF4AaABAg,😂 the glazing tom fans are losing it,17 hours ago,0,@C_Alexndr,,B6qaZfeDIH8,1,,
Ugxd7_wrdP8lv75m97x4AaABAg,jon is a fraud and a ped cheater,17 hours ago,0,@haroonrasheed-m5q,,B6qaZfeDIH8,1,,
Ugw8BJAp4x7dn78GNMF4AaABAg,AI,17 hours ago,0,@chrisnewera1992,,B6qaZfeDIH8,1,,
UgyNDsRAv6eXZxqKRft4AaABAg,A fake AI video has never been more accurate 😂,17 hours ago,0,@nathanhartono91,,B6qaZfeDIH8,194,,
UgyLoQlbzoOSWQm8-c14AaABAg,Send him this video,17 hours ago,0,@JoeInTheElement,,B6qaZfeDIH8,1,,
UgyvHlJfmiJJA1lm2N54AaABAg,Do more of these,17 hours ago,0,@DG_Haus,,B6qaZfeDIH8,1,,
Ugwd55ZAzPS4KqcVIZl4AaABAg,reported,17 hours ago,0,@jebrengl,,B6qaZfeDIH8,1,,
UgxOwmv3tSbL3BJ3z094AaABAg,Ai !,17 hours ago,0,@SokaPG,,B6qaZfeDIH8,1,,
UgwMPcBWoAs1-596n0h4AaABAg,Wow jj finally telling his truth,17 hours ago,0,@mattyy101,,B6qaZfeDIH8,1,,
